Symbol, StockName,Sector,Industry,Currency,Sector
1889.HK,SANAI HEALTH GP,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
1890.HK,CHINA KEPEI,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1891.HK,HENG HUP,NaN,NaN,HKD,Equity Securities (Main Board)
1894.HK,HANG YICK HLDGS,Basic Materials,Steel,HKD,Equity Securities (Main Board)
1895.HK,XINYUAN PM,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1896.HK,MAOYAN ENT,Communication Services,Internet Content & Information,HKD,Equity Securities (Main Board)
1897.HK,MILLIONHOPE IND,Industrials,Building Products & Equipment,HKD,Equity Securities (Main Board)
1898.HK,CHINA COAL,Energy,Thermal Coal,CNY,Equity Securities (Main Board)
1899.HK,XINGDA INT'L,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
1900.HK,CHINA ITS,Technology,Information Technology Services,CNY,Equity Securities (Main Board)
1901.HK,FEIYANG GROUP,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
1902.HK,YINCHENG INTL,Consumer Cyclical,Residential Construction,HKD,Equity Securities (Main Board)
1903.HK,JBB BUILDERS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1905.HK,HAITONG UT,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
1906.HK,BONNY HLDG,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1907.HK,CHINA RISUN GP,Basic Materials,Chemicals,HKD,Equity Securities (Main Board)
1908.HK,C&D INTL GROUP,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1909.HK,FIRE ROCK,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
1910.HK,SAMSONITE,Industry,Full Time Employees,USD,Equity Securities (Main Board)
1911.HK,CR HOLDINGS,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
1912.HK,CONTEL,NaN,NaN,HKD,Equity Securities (Main Board)
1913.HK,PRADA,Industry,Full Time Employees,EUR,Equity Securities (Main Board)
1915.HK,TAIHE M-FIN,NaN,NaN,HKD,Equity Securities (Main Board)
1916.HK,JIANGXI BANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
1917.HK,DOUMOB,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1918.HK,SUNAC,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
1919.HK,COSCO SHIP HOLD,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
1920.HK,HANDS FORM HLDG,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1921.HK,DALIPAL HLDG,Energy,Oil & Gas Equipment & Services,HKD,Equity Securities (Main Board)
1922.HK,YINCHENG LS,NaN,NaN,HKD,Equity Securities (Main Board)
1925.HK,KWUNGS HOLDINGS,NaN,NaN,HKD,Equity Securities (Main Board)
1928.HK,SANDS CHINA LTD,Consumer Cyclical,Resorts & Casinos,USD,Equity Securities (Main Board)
1929.HK,CHOW TAI FOOK,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
1930.HK,SHINELONG,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
1931.HK,IVD MEDICAL,Healthcare,Diagnostics & Research,HKD,Equity Securities (Main Board)
1932.HK,CPM GROUP,Basic Materials,Specialty Chemicals,HKD,Equity Securities (Main Board)
1933.HK,ONEFORCE HLDGS,Technology,Software&Application,HKD,Equity Securities (Main Board)
1935.HK,JH EDUCATION,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1937.HK,JIACHEN HOLDING,NaN,NaN,HKD,Equity Securities (Main Board)
1938.HK,CHU KONG PIPE,Basic Materials,Steel,CNY,Equity Securities (Main Board)
1939.HK,TOKYO CHUO,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1943.HK,SILVER TIDE,Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
1949.HK,PLATT NERA,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
1951.HK,JXR,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
1955.HK,JOHNSON HLDGS,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1958.HK,BAIC MOTOR,Consumer Cyclical,Auto Manufacturers,CNY,Equity Securities (Main Board)
1959.HK,CENT UNIT HLDG,NaN,NaN,HKD,Equity Securities (Main Board)
1960.HK,TBKS HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1962.HK,EVERGREEN PG,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
1963.HK,BCQ,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
1966.HK,CHINA SCE GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1967.HK,CONFIDENCE IN,Technology,Semiconductors,HKD,Equity Securities (Main Board)
1968.HK,HINGTEX HLDGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1969.HK,CHINA CHUNLAI,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1970.HK,IMAX CHINA,Communication Services,Entertainment,USD,Equity Securities (Main Board)
1972.HK,SWIREPROPERTIES,NaN,NaN,HKD,Equity Securities (Main Board)
1975.HK,SUN HING PRINT,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1977.HK,ANALOGUE HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1978.HK,LH GROUP,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
1979.HK,TEN PAO GROUP,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1980.HK,TIANGE,Communication Services,Internet Content & Information,CNY,Equity Securities (Main Board)
1982.HK,NAMESON HLDGS,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1983.HK,LUZHOU BANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
1985.HK,MICROWARE,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
1986.HK,TSAKER CHEM,Basic Materials,Specialty Chemicals,CNY,Equity Securities (Main Board)
1987.HK,BENG SOON MACH,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1988.HK,MINSHENG BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
1989.HK,PINE CARE GP,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
1990.HK,XINGHUA PORT,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
1991.HK,TA YANG GROUP,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
1992.HK,FOSUN TOURISM,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
1993.HK,ASIARAY,NaN,NaN,HKD,Equity Securities (Main Board)
1995.HK,EVERSUNSHINE LS,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1996.HK,RSUN PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1997.HK,WHARF REIC,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1998.HK,FLYKE INT'L,NaN,NaN,USD,Equity Securities (Main Board)
1999.HK,MAN WAH HLDGS,Consumer Cyclical,Furnishings, Fixtures & Appliances,HKD,Equity Securities (Main Board)
2000.HK,SIM TECH,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
2001.HK,NEW HIGHER EDU,NaN,NaN,CNY,Equity Securities (Main Board)
2002.HK,SUNSHINE PAPER,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2003.HK,VCREDIT,Financial Services,Credit Services,CNY,Equity Securities (Main Board)
2005.HK,SSY GROUP,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
2006.HK,JINJIANGCAPITAL,Consumer Cyclical,Lodging,CNY,Equity Securities (Main Board)
2007.HK,COUNTRY GARDEN,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2008.HK,PHOENIX TV,Communication Services,Broadcasting,HKD,Equity Securities (Main Board)
2009.HK,BBMG,Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
2010.HK,REAL NUTRI,NaN,NaN,USD,Equity Securities (Main Board)
2011.HK,CHINA APEX GP,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
2012.HK,SUNSHINE OIL,Energy,Oil & Gas E&P,HKD,Equity Securities (Main Board)
2013.HK,WEIMOB INC,Technology,Software&Application,HKD,Equity Securities (Main Board)
2014.HK,OZNER WATER,Industrials,Pollution & Treatment Controls,CNY,Equity Securities (Main Board)
2016.HK,CZBANK,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2017.HK,CHANHIGH,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2018.HK,AAC TECH,NaN,NaN,CNY,Equity Securities (Main Board)
2019.HK,DEXIN CHINA,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2020.HK,ANTA SPORTS,NaN,NaN,CNY,Equity Securities (Main Board)
2022.HK,DIGIT HOLLYWOOD,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
2023.HK,CHINA LUDAO,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
2025.HK,RUIFENG POWER,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
2028.HK,JOLIMARK,Technology,Computer Hardware,CNY,Equity Securities (Main Board)
2030.HK,CABBEEN,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
2031.HK,AUSUPREME,NaN,NaN,HKD,Equity Securities (Main Board)
2033.HK,TIME WATCH,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
2038.HK,FIH,Technology,Communication Equipment,USD,Equity Securities (Main Board)
2039.HK,CIMC,Industrials,Metal Fabrication,CNY,Equity Securities (Main Board)
2048.HK,E-HOUSE ENT,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
2051.HK,51 CREDIT CARD,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
2060.HK,PUJIANG INTL,Industrials,Metal Fabrication,HKD,Equity Securities (Main Board)
2066.HK,SHENGJINGBANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
2068.HK,CHALIECO,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
2078.HK,PANASIALUM,N/A,N/A,HKD,Equity Securities (Main Board)
2080.HK,AUX INTL,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2083.HK,NATURE HOME,Consumer Cyclical,Furnishings, Fixtures & Appliances,CNY,Equity Securities (Main Board)
2086.HK,HNA TECH INV,Industrials,Security & Protection Services,HKD,Equity Securities (Main Board)
2088.HK,XIWANG PROPERTY,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2098.HK,ZALL SMARTCOM,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2099.HK,CHINAGOLDINTL,Basic Materials,Other Precious Metals & Mining,USD,Equity Securities (Main Board)
2100.HK,BAIOO,Communication Services,Internet Content & Information,CNY,Equity Securities (Main Board)
2103.HK,SINIC HOLDINGS,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2108.HK,K2 F&B,N/A,N/A,HKD,Equity Securities (Main Board)
2111.HK,BEST PACIFIC,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
2112.HK,CAA RESOURCES,Basic Materials,Steel,USD,Equity Securities (Main Board)
2113.HK,CENTURY GP INTL,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2116.HK,JS INNOV,Basic Materials,Specialty Chemicals,HKD,Equity Securities (Main Board)
2118.HK,TIAN SHAN DEV,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2119.HK,TSIT WING INTL,NaN,NaN,HKD,Equity Securities (Main Board)
2120.HK,KN HOSPITAL,Healthcare,Medical Care Facilities,CNY,Equity Securities (Main Board)
2121.HK,FIRST CHEM,NaN,NaN,USD,Equity Securities (Main Board)
2122.HK,KIDSLAND INTL,NaN,NaN,HKD,Equity Securities (Main Board)
2123.HK,GOLDEN SHIELD,NaN,NaN,USD,Equity Securities (Main Board)
2128.HK,CHINA LESSO,Industrials,Building Products & Equipment,CNY,Equity Securities (Main Board)
2133.HK,GREENWAY MINING,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
2136.HK,LIFESTYLE CHI,Consumer Cyclical,Department Stores,HKD,Equity Securities (Main Board)
2138.HK,UM HEALTHCARE,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
2139.HK,BANK OF GANSU,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
2163.HK,BROAD HOMES,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2166.HK,SMART-CORE,Technology,Electronics & Computer Distribution,HKD,Equity Securities (Main Board)
2168.HK,KAISA PROSPER,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2178.HK,PETRO-KING,Energy,Oil & Gas Equipment & Services,HKD,Equity Securities (Main Board)
2180.HK,MANPOWER GRC,Industrials,Staffing & Employment Services,HKD,Equity Securities (Main Board)
2181.HK,MABPHARM-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
2182.HK,TIAN CHANG GP,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
2183.HK,SANSHENG HLDG,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2186.HK,LUYE PHARMA,Healthcare,Drug Manufacturers&General,CNY,Equity Securities (Main Board)
2188.HK,TITANS ENERGY,Technology,Electronics & Computer Distribution,CNY,Equity Securities (Main Board)
2189.HK,KATO (HK) HLDGS,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
2193.HK,MAN KING HOLD,N/A,N/A,HKD,Equity Securities (Main Board)
2196.HK,FOSUN PHARMA,NaN,NaN,CNY,Equity Securities (Main Board)
2198.HK,CHINA SANJIANG,Basic Materials,Specialty Chemicals,CNY,Equity Securities (Main Board)
2199.HK,REGINA MIRACLE,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
2200.HK,HOSA INT'L,NaN,NaN,USD,Equity Securities (Main Board)
2202.HK,CHINA VANKE,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2203.HK,BRAINHOLE TECH,NaN,NaN,HKD,Equity Securities (Main Board)
2208.HK,GOLDWIND,Industrials,Specialty Industrial Machinery,CNY,Equity Securities (Main Board)
2211.HK,UNI HEALTH,Healthcare,Pharmaceutical Retailers,CNY,Equity Securities (Main Board)
2212.HK,FB MINING,Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
2213.HK,YI HUA HLDG,Consumer Cyclical,Department Stores,HKD,Equity Securities (Main Board)
2218.HK,ANDRE JUICE,NaN,NaN,HKD,Equity Securities (Main Board)
2221.HK,NEW CONCEPTS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2222.HK,NVC LIGHTING,Consumer Cyclical,Furnishings, Fixtures & Appliances,CNY,Equity Securities (Main Board)
2223.HK,CASABLANCA,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
2225.HK,JINHAI INTL,Industrials,Staffing & Employment Services,HKD,Equity Securities (Main Board)
2226.HK,HONWORLD GP,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
2227.HK,SOLIS HOLDINGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
2228.HK,CECEP COSTIN,NaN,NaN,USD,Equity Securities (Main Board)
2230.HK,MEDIALINK GROUP,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
2231.HK,JY GRANDMARK,Consumer Cyclical,Residential Construction,HKD,Equity Securities (Main Board)
2232.HK,CRYSTAL INTL,Consumer Cyclical,Apparel Manufacturing,USD,Equity Securities (Main Board)
2233.HK,WESTCHINACEMENT,Basic Materials,Building Materials,CNY,Equity Securities (Main Board)
2236.HK,WISON ENGRG,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2238.HK,GAC GROUP,NaN,NaN,CNY,Equity Securities (Main Board)
2239.HK,SMIT,Industrials,Security & Protection Services,HKD,Equity Securities (Main Board)
2255.HK,HAICHANG HLDG,Consumer Cyclical,Leisure,CNY,Equity Securities (Main Board)
2258.HK,WATTS INT'L,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
2262.HK,SLD GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2266.HK,LAI SI ENT,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2268.HK,YOUYUAN HLDGS,NaN,NaN,CNY,Equity Securities (Main Board)
2269.HK,WUXI BIO,Healthcare,Biotechnology,CNY,Equity Securities (Main Board)
2277.HK,HUARONG INV,Financial Services,Financial Conglomerates,HKD,Equity Securities (Main Board)
2278.HK,HAILAN HLDGS,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2280.HK,HC GROUP,Technology,Information Technology Services,CNY,Equity Securities (Main Board)
2281.HK,XINGLU WATER,NaN,NaN,HKD,Equity Securities (Main Board)
2282.HK,MGM CHINA,Consumer Cyclical,Resorts & Casinos,HKD,Equity Securities (Main Board)
2283.HK,TK GROUP HLDG,Basic Materials,Chemicals,HKD,Equity Securities (Main Board)
2286.HK,CHEN XING,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2288.HK,RYKADAN CAPITAL,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2289.HK,CHARMACY PHAR,NaN,NaN,CNY,Equity Securities (Main Board)
2292.HK,THING ON ENT,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2293.HK,BAMBOOSHEALTH,Industrials,Staffing & Employment Services,HKD,Equity Securities (Main Board)
2296.HK,HUARCHI GLOBAL,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2298.HK,COSMO LADY,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
2299.HK,BILLION IND,Consumer Cyclical,Textile Manufacturing,CNY,Equity Securities (Main Board)
2300.HK,AMVIG HOLDINGS,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
2302.HK,CNNC INT'L,Energy,Uranium,HKD,Equity Securities (Main Board)
2303.HK,HENGXING GOLD,Basic Materials,Gold,HKD,Equity Securities (Main Board)
2307.HK,KAM HING INT'L,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
2308.HK,EVOC,NaN,NaN,HKD,Equity Securities (Main Board)
2309.HK,BIRMINGHAM SPTS,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
2310.HK,FOREBASE INTL,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2312.HK,CH FIN LEASING,NaN,NaN,HKD,Investment Companies
2313.HK,SHENZHOU INTL,NaN,NaN,CNY,Equity Securities (Main Board)
2314.HK,LEE & MAN PAPER,Basic Materials,Paper & Paper Products,HKD,Equity Securities (Main Board)
2317.HK,VEDAN INT'L,NaN,NaN,USD,Equity Securities (Main Board)
2318.HK,PING AN,Financial Services,Insurance&Life,CNY,Equity Securities (Main Board)
2319.HK,MENGNIU DAIRY,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
2320.HK,HOP FUNG GROUP,Basic Materials,Paper & Paper Products,HKD,Equity Securities (Main Board)
2322.HK,HK CHAOSHANG GP,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
2323.HK,HKBRIDGE FIN,Technology,Electronic Components,HKD,Equity Securities (Main Board)
2324.HK,CAPITAL VC,NaN,NaN,HKD,Investment Companies
2326.HK,NPE HOLDINGS,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
2327.HK,MEILLEUREHEALTH,NaN,NaN,HKD,Equity Securities (Main Board)
2328.HK,PICC P&C,Financial Services,Insurance&Property & Casualty,CNY,Equity Securities (Main Board)
2329.HK,GUORUI PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2330.HK,CHINA UPTOWN,Consumer Defensive,Confectioners,HKD,Equity Securities (Main Board)
2331.HK,LI NING,Consumer Cyclical,Leisure,CNY,Equity Securities (Main Board)
2333.HK,GREATWALL MOTOR,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
