Symbol, StockName,Sector,Industry,Currency,Sector
2377.HK,BOQI ENV,Industrials,Pollution & Treatment Controls,HKD,Equity Securities (Main Board)
2378.HK,PRU,Industry,Full Time Employees,GBP,Equity Securities (Main Board)
2379.HK,ZHONGTIAN INT'L,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
2380.HK,CHINA POWER,NaN,NaN,CNY,Equity Securities (Main Board)
2382.HK,SUNNY OPTICAL,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2383.HK,TOM GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
2386.HK,SINOPEC SEG,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
2388.HK,BOC HONG KONG,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
2389.HK,BJ ENT M&H,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
2393.HK,YESTAR HEALTH,Healthcare,Medical Devices,CNY,Equity Securities (Main Board)
2398.HK,GOOD FRIEND,NaN,NaN,HKD,Equity Securities (Main Board)
2399.HK,FORDOO,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
2400.HK,XD INC,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
2448.HK,SPACE GROUP,N/A,N/A,HKD,Equity Securities (Main Board)
2488.HK,LAUNCH TECH,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
2500.HK,VENUS MEDTECH-B,Healthcare,Medical Devices,HKD,Equity Securities (Main Board)
2528.HK,FW FASHION INT,NaN,NaN,HKD,Equity Securities (Main Board)
2552.HK,HUA MEDICINE-B,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
2558.HK,JINSHANG BANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
2588.HK,BOC AVIATION,Industry,Full Time Employees,USD,Equity Securities (Main Board)
2600.HK,CHALCO,Basic Materials,Aluminum,CNY,Equity Securities (Main Board)
2601.HK,CPIC,Financial Services,Insurance&Life,CNY,Equity Securities (Main Board)
2606.HK,LANGUANGJUSTBON,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2607.HK,SH PHARMA,Healthcare,Medical Distribution,CNY,Equity Securities (Main Board)
2608.HK,SUNSHINE 100,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2611.HK,GTJA,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
2616.HK,CSTONE PHARMA-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
2623.HK,ADD NEW ENERGY,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
2628.HK,CHINA LIFE,Financial Services,Insurance&Life,CNY,Equity Securities (Main Board)
2633.HK,JACOBSON PHARMA,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
2638.HK,HKELECTRIC-SS,Utilities,Utilities&Regulated Electric,HKD,Equity Securities (Main Board)
2660.HK,ZENGAME,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
2662.HK,CAMSING INTL,N/A,N/A,HKD,Equity Securities (Main Board)
2663.HK,KPA-BM HLDGS,N/A,N/A,HKD,Equity Securities (Main Board)
2666.HK,UNI MEDICAL,Healthcare,Health Information Services,CNY,Equity Securities (Main Board)
2668.HK,PAK TAK INT'L,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
2669.HK,CHINA OVS PPT,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2678.HK,TEXHONG TEXTILE,NaN,NaN,CNY,Equity Securities (Main Board)
2680.HK,INNOVAX HLDGS,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
2682.HK,YUN LEE MARINE,NaN,NaN,HKD,Equity Securities (Main Board)
2683.HK,WAHSUN HANDBAGS,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
2686.HK,AAG ENERGY,Utilities,Utilities&Regulated Gas,CNY,Equity Securities (Main Board)
2688.HK,ENN ENERGY,NaN,NaN,CNY,Equity Securities (Main Board)
2689.HK,ND PAPER,Basic Materials,Paper & Paper Products,CNY,Equity Securities (Main Board)
2696.HK,HENLIUS-B,NaN,NaN,HKD,Equity Securities (Main Board)
2698.HK,WEIQIAO TEXTILE,Consumer Cyclical,Textile Manufacturing,CNY,Equity Securities (Main Board)
2699.HK,XINMING CHINA,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
2700.HK,GREEN INTL HLDG,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
2708.HK,IBO TECH,Technology,Software&Infrastructure,HKD,Equity Securities (Main Board)
2718.HK,DONGZHENG AFC,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
2722.HK,CHONGQING M&E,Industrials,Specialty Industrial Machinery,CNY,Equity Securities (Main Board)
2727.HK,SH ELECTRIC,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2728.HK,YUHUA ENERGY,Energy,Oil & Gas Refining & Marketing,HKD,Equity Securities (Main Board)
2738.HK,HUAJIN INTL,Basic Materials,Steel,HKD,Equity Securities (Main Board)
2768.HK,JIAYUAN INTL,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2772.HK,ZHONGLIANG HLDG,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2777.HK,R&F PROPERTIES,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2778.HK,CHAMPION REIT,NaN,NaN,HKD,REIT
2779.HK,CH XINHUA EDU,Consumer Defensive,Education & Training Services,CNY,Equity Securities (Main Board)
2788.HK,YORKEY OPTICAL,Technology,Electronic Components,USD,Equity Securities (Main Board)
2789.HK,YUANDA CHINA,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
2798.HK,PER ENERGY,Basic Materials,Coking Coal,HKD,Equity Securities (Main Board)
2799.HK,CHINA HUARONG,Financial Services,Asset Management,CNY,Equity Securities (Main Board)
2858.HK,YIXIN,Financial Services,Credit Services,CNY,Equity Securities (Main Board)
2863.HK,GOLDEN FAITH GP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
2866.HK,COSCO SHIP DEV,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
2868.HK,BJ CAPITAL LAND,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
2869.HK,GREENTOWN SER,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
2877.HK,SHINEWAY PHARM,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
2878.HK,SOLOMON SYSTECH,Technology,Semiconductors,USD,Equity Securities (Main Board)
2880.HK,DALIAN PORT,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
2882.HK,HKRH,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
2883.HK,CHINA OILFIELD,Energy,Oil & Gas Equipment & Services,CNY,Equity Securities (Main Board)
2885.HK,PEIPORT HOLD,Industrials,Security & Protection Services,HKD,Equity Securities (Main Board)
2886.HK,BINHAI INV,Utilities,Utilities&Regulated Gas,HKD,Equity Securities (Main Board)
2888.HK,STANCHART,Industry,Full Time Employees,USD,Equity Securities (Main Board)
2889.HK,NRI HOLDINGS,NaN,NaN,USD,Equity Securities (Main Board)
2892.HK,MILLION CITIES,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
2898.HK,LONGRUN TEA,NaN,NaN,USD,Equity Securities (Main Board)
2899.HK,ZIJIN MINING,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
2906.HK,WAH YAN-OLD,NaN,NaN,HKD,Equity Securities (Main Board)
2962.HK,C AUTO INT-OLD,NaN,NaN,HKD,Equity Securities (Main Board)
2964.HK,LINK REIT-500,NaN,NaN,USD,REIT
2965.HK,HUIYINSMART-OLD,NaN,NaN,HKD,Equity Securities (Main Board)
2966.HK,EMINENCE ENT,NaN,NaN,HKD,Equity Securities (Main Board)
2967.HK,CHINA PPT INV,NaN,NaN,HKD,Equity Securities (Main Board)
2968.HK,HYPEBEAST-5000,NaN,NaN,USD,Equity Securities (Main Board)
2969.HK,EMINENCEENT RTS,NaN,NaN,HKD,Equity Securities (Main Board)
2970.HK,WANJIA GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
2971.HK,MAGNUSCON RTS,NaN,NaN,HKD,Equity Securities (Main Board)
3300.HK,CHINA GLASS,Industrials,Building Products & Equipment,CNY,Equity Securities (Main Board)
3301.HK,RONSHINECHINA,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3302.HK,KINERGY,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
3303.HK,JUTAL OIL SER,NaN,NaN,CNY,Equity Securities (Main Board)
3306.HK,JNBY,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
3308.HK,GOLDEN EAGLE,Consumer Cyclical,Department Stores,CNY,Equity Securities (Main Board)
3309.HK,C-MER EYE,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
3311.HK,CHINA STATE CON,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
3313.HK,ARTGO HOLDINGS,Industrials,Building Products & Equipment,HKD,Equity Securities (Main Board)
3315.HK,GOLDPAC GROUP,Technology,Software&Infrastructure,CNY,Equity Securities (Main Board)
3316.HK,BINJIANG SER,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3318.HK,CHINA FLAVORS,Basic Materials,Specialty Chemicals,CNY,Equity Securities (Main Board)
3319.HK,A-LIVING,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
3320.HK,CHINARES PHARMA,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
3321.HK,WAI HUNG GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
3322.HK,WIN HANVERKY,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
3323.HK,CNBM,Basic Materials,Building Materials,CNY,Equity Securities (Main Board)
3326.HK,PERFECT GROUP,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
3328.HK,BANKCOMM,Financial Services,Banks&Diversified,CNY,Equity Securities (Main Board)
3329.HK,BOCOM INTL,NaN,NaN,HKD,Equity Securities (Main Board)
3330.HK,LINGBAO GOLD,Basic Materials,Gold,CNY,Equity Securities (Main Board)
3331.HK,VINDA INT'L,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
3332.HK,SINOLIFE UTD,Consumer Defensive,Household & Personal Products,CNY,Equity Securities (Main Board)
3333.HK,EVERGRANDE,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3335.HK,DBA TELECOM,NaN,NaN,USD,Equity Securities (Main Board)
3336.HK,JU TENG INTL,Technology,Computer Hardware,HKD,Equity Securities (Main Board)
3337.HK,ANTON OILFIELD,NaN,NaN,CNY,Equity Securities (Main Board)
3339.HK,LONKING,Industrials,Farm & Heavy Construction Machinery,CNY,Equity Securities (Main Board)
3344.HK,GTI HLDGS,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
3348.HK,CHINA PENGFEI,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
3358.HK,BESTWAY GLOBAL,Consumer Cyclical,Leisure,USD,Equity Securities (Main Board)
3360.HK,FE HORIZON,Financial Services,Mortgage Finance,CNY,Equity Securities (Main Board)
3363.HK,ZHENGYE INT'L,Basic Materials,Paper & Paper Products,CNY,Equity Securities (Main Board)
3366.HK,OCT (ASIA),Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3368.HK,PARKSON GROUP,Consumer Cyclical,Department Stores,CNY,Equity Securities (Main Board)
3369.HK,QHD PORT,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
3377.HK,SINO-OCEAN GP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3378.HK,XIAMEN PORT,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
3380.HK,LOGAN PPT,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3382.HK,TIANJINPORT DEV,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
3383.HK,AGILE GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3389.HK,HENGDELI,Consumer Cyclical,Luxury Goods,CNY,Equity Securities (Main Board)
3393.HK,WASION HOLDINGS,Industrials,Electrical Equipment & Parts,CNY,Equity Securities (Main Board)
3395.HK,PERSTA,Energy,Oil & Gas E&P,HKD,Equity Securities (Main Board)
3396.HK,LEGENDHOLDING,Technology,Computer Hardware,CNY,Equity Securities (Main Board)
3398.HK,CHINA TING,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
3399.HK,YUEYUN TRANS,Industrials,Integrated Freight & Logistics,CNY,Equity Securities (Main Board)
3600.HK,MODERN DENTAL,Healthcare,Medical Instruments & Supplies,HKD,Equity Securities (Main Board)
3601.HK,LUDASHI,Communication Services,Internet Content & Information,HKD,Equity Securities (Main Board)
3603.HK,XINJI SHAXI,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3606.HK,FUYAO GLASS,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
3608.HK,YONGSHENG MAT,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
3613.HK,TONGRENTANGCM,Healthcare,Pharmaceutical Retailers,HKD,Equity Securities (Main Board)
3616.HK,EVER REACH GP,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
3618.HK,CQRC BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
3623.HK,C SUCCESS FIN,Financial Services,Financial Conglomerates,HKD,Equity Securities (Main Board)
3626.HK,HSSP INTL,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
3628.HK,RENHENG ENT,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
3633.HK,ZHONGYU GAS,Utilities,Utilities&Regulated Gas,HKD,Equity Securities (Main Board)
3636.HK,POLY CULTURE,Consumer Cyclical,Specialty Retail,CNY,Equity Securities (Main Board)
3638.HK,HUABANG FIN,Technology,Computer Hardware,HKD,Equity Securities (Main Board)
3639.HK,YIDA CHINA,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3662.HK,AOYUAN HEALTHY,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3663.HK,XIEZHONG INTL,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
3666.HK,TANSH,Consumer Cyclical,Restaurants,CNY,Equity Securities (Main Board)
3668.HK,YANCOAL AUS,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
3669.HK,YONGDA AUTO,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
3678.HK,HOLLY FUTURES,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
3680.HK,SUOXINDA,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
3681.HK,SINOMAB BIO-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
3683.HK,GREAT HARVEST,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
3686.HK,CLIFFORDML,Consumer Defensive,Grocery Stores,HKD,Equity Securities (Main Board)
3688.HK,TOP SPRING,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
3689.HK,KANGHUA HEALTH,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
3690.HK,MEITUAN-W,Consumer Cyclical,Internet Retail,HKD,Equity Securities (Main Board)
3692.HK,HANSOH PHARMA,NaN,NaN,HKD,Equity Securities (Main Board)
3698.HK,HUISHANG BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
3699.HK,EB GRAND CHINA,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3700.HK,INKE,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
3708.HK,YAT SING HLDG,Consumer Cyclical,Residential Construction,HKD,Equity Securities (Main Board)
3709.HK,EEKA FASHION,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
3718.HK,BJ ENT URBAN,NaN,NaN,HKD,Equity Securities (Main Board)
3728.HK,CHING LEE,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
3737.HK,ZHONGZHIPHARM,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
3738.HK,VOBILE GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
3759.HK,PHARMARON,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
3768.HK,DCWT,Utilities,Utilities&Regulated Water,HKD,Equity Securities (Main Board)
3773.HK,NNK,Technology,Software&Infrastructure,HKD,Equity Securities (Main Board)
3778.HK,CHINA WEAVING,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
3788.HK,CHINA HANKING,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
3789.HK,ROYAL DELUXE,N/A,N/A,HKD,Equity Securities (Main Board)
3798.HK,HOMELAND ITL,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
3799.HK,DALI FOODS,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
3800.HK,GCL-POLY ENERGY,Technology,Solar,CNY,Equity Securities (Main Board)
3808.HK,SINOTRUK,Industrials,Farm & Heavy Construction Machinery,HKD,Equity Securities (Main Board)
3813.HK,POU SHENG INT'L,Consumer Cyclical,Footwear & Accessories,CNY,Equity Securities (Main Board)
3816.HK,KFM KINGDOM,Industrials,Metal Fabrication,HKD,Equity Securities (Main Board)
3818.HK,CHINA DONGXIANG,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
3822.HK,SAM WOO CONS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
3823.HK,TECH PRO,NaN,NaN,USD,Equity Securities (Main Board)
3828.HK,MING FAI INT'L,NaN,NaN,HKD,Equity Securities (Main Board)
3830.HK,KIDDIELAND,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
3833.HK,XINXIN MINING,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
3836.HK,HARMONY AUTO,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
3838.HK,CHINA STARCH,NaN,NaN,CNY,Equity Securities (Main Board)
3839.HK,CT ENTERPRISE,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
3848.HK,WEALTHY WAY,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
3860.HK,SPEED APPAREL,NaN,NaN,HKD,Equity Securities (Main Board)
3866.HK,BQD,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
3868.HK,XINYI ENERGY,Utilities,Utilities&Renewable,HKD,Equity Securities (Main Board)
3869.HK,HOSPITAL CORP,N/A,N/A,HKD,Equity Securities (Main Board)
3877.HK,CSSC SHIPPING,Industrials,Rental & Leasing Services,HKD,Equity Securities (Main Board)
3878.HK,VICON HOLDINGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
3882.HK,SKYLIGHT HLDG,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
3883.HK,CHINA AOYUAN,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
3886.HK,TOWN HEALTH,NaN,NaN,USD,Equity Securities (Main Board)
3888.HK,KINGSOFT,Communication Services,Electronic Gaming & Multimedia,CNY,Equity Securities (Main Board)
3889.HK,GLOBAL SWEET,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
3893.HK,CROSSTEC,Industrials,Consulting Services,HKD,Equity Securities (Main Board)
3898.HK,CRRC TIMES ELEC,Industrials,Railroads,CNY,Equity Securities (Main Board)
3899.HK,CIMC ENRIC,Energy,Oil & Gas Equipment & Services,CNY,Equity Securities (Main Board)
3900.HK,GREENTOWN CHINA,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
3903.HK,HANHUA FIN,Financial Services,Credit Services,CNY,Equity Securities (Main Board)
3908.HK,CICC,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
3918.HK,NAGACORP,Consumer Cyclical,Resorts & Casinos,USD,Equity Securities (Main Board)
3919.HK,GOLDENPOWER,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
3928.HK,S&T HLDGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
3933.HK,UNITED LAB,Healthcare,Drug Manufacturers&General,CNY,Equity Securities (Main Board)
3938.HK,LFG INV HLDGS,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
3939.HK,WANGUO MINING,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
3948.HK,YITAI COAL,Energy,Thermal Coal,CNY,Equity Securities (Main Board)
3958.HK,DFZQ,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
3963.HK,RONGZHONG FIN,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
3966.HK,CH BAOFENG INTL,Consumer Cyclical,Furnishings, Fixtures & Appliances,HKD,Equity Securities (Main Board)
3968.HK,CM BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
3969.HK,CHINA CRSC,Industrials,Railroads,CNY,Equity Securities (Main Board)
3978.HK,BESTSTUDY EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
3983.HK,CHINA BLUECHEM,Basic Materials,Agricultural Inputs,CNY,Equity Securities (Main Board)
3988.HK,BANK OF CHINA,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
3989.HK,CAPITAL ENV,Industrials,Waste Management,CNY,Equity Securities (Main Board)
3990.HK,MIDEA REAL EST,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3992.HK,CREATIVE HLDGS,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
3993.HK,CMOC,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
3996.HK,CH ENERGY ENG,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
3997.HK,TSO,Consumer Cyclical,Personal Services,HKD,Equity Securities (Main Board)
3998.HK,BOSIDENG,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
3999.HK,DACHAN FOOD,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
4332.HK,AMGEN-T,NaN,NaN,USD,Trading Only Securities
4333.HK,CISCO-T,NaN,NaN,HKD,Trading Only Securities
4335.HK,INTEL-T,NaN,NaN,HKD,Trading Only Securities
4336.HK,APPL MATERIAL-T,NaN,NaN,HKD,Trading Only Securities
4337.HK,STARBUCKS-T,NaN,NaN,USD,Trading Only Securities
4338.HK,MICROSOFT-T,NaN,NaN,HKD,Trading Only Securities
4604.HK,ICBC EURPREF1,NaN,NaN,USD,x
4605.HK,BOCOM 15USDPREF,NaN,NaN,USD,x
4606.HK,CCB 15USDPREF,NaN,NaN,USD,x
4607.HK,CINDA 16USDPREF,NaN,NaN,HKD,x
4608.HK,HSBNK 16USDPREF,NaN,NaN,USD,x
4609.HK,CMBC 16USDPREF,NaN,NaN,HKD,x
4610.HK,CZB 17USDPREF,NaN,NaN,USD,x
4611.HK,BQD 17USDPREF,NaN,NaN,USD,x
4612.HK,PSBC 17USDPREF,NaN,NaN,USD,x
4613.HK,ZZBNK 17USDPREF,NaN,NaN,USD,x
4614.HK,CMB 17USDPREF,NaN,NaN,USD,x
4615.HK,BOJZ 17USDPREF,NaN,NaN,HKD,x
4616.HK,BCQ 17USDPREF,NaN,NaN,USD,x
4617.HK,ZYBNK 18USDPREF,NaN,NaN,USD,x
4618.HK,GRCB 19USDPREF,NaN,NaN,USD,x
6030.HK,CITIC SEC,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6033.HK,TELECOM DIGIT,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
6036.HK,APEX ACE HLDG,NaN,NaN,HKD,Equity Securities (Main Board)
6038.HK,G & M HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
6049.HK,POLY PPT DEV,NaN,NaN,HKD,Equity Securities (Main Board)
6055.HK,CTIHK,Consumer Defensive,Tobacco,HKD,Equity Securities (Main Board)
6058.HK,CISI FIN,Financial Services,Asset Management,HKD,Equity Securities (Main Board)
6060.HK,ZA ONLINE,Financial Services,Insurance&Property & Casualty,CNY,Equity Securities (Main Board)
6066.HK,CSC,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6068.HK,WISDOM EDU INTL,NaN,NaN,CNY,Equity Securities (Main Board)
6069.HK,SHENGYE CAPITAL,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
6080.HK,WING CHI HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
6083.HK,WORLD-LINK LOG,N/A,N/A,HKD,Equity Securities (Main Board)
6088.HK,FIT HON TENG,Technology,Electronic Components,USD,Equity Securities (Main Board)
6090.HK,CENTURION CORP,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
6093.HK,HEVOL SERVICES,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
6098.HK,CG SERVICES,NaN,NaN,HKD,Equity Securities (Main Board)
6099.HK,CMSC,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6100.HK,TALENT LIEPIN,Industrials,Staffing & Employment Services,HKD,Equity Securities (Main Board)
6108.HK,NEW RAY MEDIC,NaN,NaN,HKD,Equity Securities (Main Board)
6110.HK,TOPSPORTS,Industrials,Rental & Leasing Services,HKD,Equity Securities (Main Board)
6111.HK,DAFA PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
6113.HK,UTS MARKETING,NaN,NaN,HKD,Equity Securities (Main Board)
6116.HK,LA CHAPELLE,NaN,NaN,CNY,Equity Securities (Main Board)
6117.HK,RIZHAO PORT JR,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
6118.HK,AUSTAR,Healthcare,Medical Devices,HKD,Equity Securities (Main Board)
6119.HK,TIAN YUAN GP,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
6122.HK,JIUTAI RCB,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
6123.HK,YTO EXP INTL,Industrials,Integrated Freight & Logistics,HKD,Equity Securities (Main Board)
6128.HK,EARTHASIA,NaN,NaN,HKD,Equity Securities (Main Board)
6133.HK,VITAL INNO,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
6136.HK,KANGDA ENV,Utilities,Utilities&Regulated Water,CNY,Equity Securities (Main Board)
6138.HK,HARBIN BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
6139.HK,JINMAO HOTEL-SS,NaN,NaN,CNY,Equity Securities (Main Board)
6158.HK,ZHENRO PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
6160.HK,BEIGENE,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
6161.HK,TARGET INS,Financial Services,Insurance&Property & Casualty,HKD,Equity Securities (Main Board)
6162.HK,TR INTERIORS,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
6163.HK,GEMILANG INTL,NaN,NaN,HKD,Equity Securities (Main Board)
6166.HK,CHINA VAST,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
6168.HK,CHINA U-TON,Technology,Communication Equipment,CNY,Equity Securities (Main Board)
6169.HK,YUHUA EDU,Consumer Defensive,Education & Training Services,CNY,Equity Securities (Main Board)
6178.HK,EB SECURITIES,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6182.HK,TWINTEK,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
6183.HK,CH GREENFRESH,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
6185.HK,CANSINOBIO-B,NaN,NaN,HKD,Equity Securities (Main Board)
6186.HK,CHINA FEIHE,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
